 0.25992789 0.65376584 0.00050004 0.03405995 0.10354223 0.05722071 0.12806540 0.30926431 0.00136240 0.14986376 0.00136240 0.21662125 1.00000000 549 45 2
 0.03610109 0.78893311 0.00050022 0.01118012 0.16397516 0.03105590 0.04099379 0.08571429 0.00000000 0.12298137 0.00000000 0.54285714 1.00000000 562 6 1
 0.37660846 -1.87001959 0.00050023 0.01068702 0.29160305 0.12977099 0.28396947 0.09618321 0.00305344 0.09160305 0.00152672 0.09465649 1.00000000 482 71 3
 0.48916054 -2.09506791 0.00050024 0.01236094 0.10630408 0.05067985 0.08899876 0.27317676 0.00000000 0.24227441 0.00000000 0.22620519 1.00000000 458 89 3
 0.23826723 1.61542280 0.00050057 0.02090592 0.02206736 0.09639954 0.03948897 0.38211382 0.00464576 0.07317073 0.00464576 0.35772358 1.00000000 633 39 2
 0.17328526 1.56473436 0.00050064 0.05034965 0.08951049 0.06713287 0.06853147 0.01538462 0.17342657 0.00979021 0.49790210 0.02937063 1.00000000 636 25 1
 0.47040186 -1.94162981 0.00050108 0.02028081 0.21216849 0.21684867 0.34009360 0.05928237 0.00624025 0.09828393 0.00312012 0.04212168 1.00000000 475 86 3
 0.24909756 1.17035013 0.00050110 0.06403270 0.10490463 0.04495913 0.11716621 0.02179837 0.15940054 0.03133515 0.44005450 0.01498638 1.00000000 604 42 2
 0.29963909 1.73555325 0.00050127 0.04768786 0.11994220 0.07514451 0.15173410 0.03034682 0.26445087 0.00722543 0.28034682 0.02167630 1.00000000 652 56 2
 0.19494592 -1.06123188 0.00050142 0.21671827 0.24613003 0.27708978 0.20897833 0.01547988 0.01083591 0.01083591 0.00773994 0.00464396 1.00000000 518 28 1
 0.25631778 -2.24484957 0.00050185 0.02108434 0.15361446 0.49096386 0.20481928 0.01957831 0.00602410 0.04367470 0.04668675 0.01355422 1.00000000 443 44 2
 0.00722022 0.75013659 0.00050196 0.02551020 0.05612245 0.07397959 0.10586735 0.15816327 0.00127551 0.49617347 0.00127551 0.08163265 1.00000000 554 2 1
 0.26714810 -2.42398524 0.00050214 0.02140673 0.20795107 0.48318043 0.17737003 0.00764526 0.04434251 0.02446483 0.03058104 0.00458716 1.00000000 428 47 2
 0.25631778 1.39417586 0.00050246 0.01691094 0.07553551 0.03382187 0.00901917 0.23449831 0.00225479 0.33709132 0.00225479 0.28974070 1.00000000 623 44 2
 0.02888088 -1.95710285 0.00050306 0.01587302 0.13359788 0.12301587 0.11904762 0.21296296 0.00132275 0.17724868 0.00132275 0.21428571 1.00000000 470 5 1
 0.37660846 1.20479050 0.00050314 0.07361111 0.10277778 0.06388889 0.09583333 0.02083333 0.14444444 0.02500000 0.46388889 0.00972222 1.00000000 604 71 3
 0.29602898 0.77459999 0.00050322 0.03434610 0.13077939 0.04359313 0.09643329 0.23513871 0.00264201 0.25495376 0.00000000 0.20343461 1.00000000 560 55 2
 0.48916054 1.52590138 0.00050334 0.05594406 0.07692308 0.07832168 0.05174825 0.00699301 0.17482517 0.00839161 0.53426573 0.01258741 1.00000000 633 89 3
 0.30324920 -2.45533956 0.00050340 0.00564175 0.01974612 0.03667137 0.74047955 0.14809591 0.00141044 0.03244006 0.00000000 0.01410437 1.00000000 425 57 2
 0.26353800 1.67323407 0.00050356 0.02470930 0.18459302 0.03488372 0.19622093 0.01453488 0.30377907 0.00872093 0.21075581 0.02180233 1.00000000 642 46 2
 0.31407953 -0.52131784 0.00050407 0.15773810 0.02380952 0.78571429 0.00148810 0.00000000 0.01190476 0.01785714 0.00000000 0.00148810 1.00000000 537 60 2
 0.31407953 -0.52131784 0.00050407 0.15773810 0.02380952 0.78571429 0.00148810 0.00000000 0.01190476 0.01785714 0.00000000 0.00148810 1.00000000 537 61 3
 0.48916054 -2.45838575 0.00050448 0.01769912 0.53392330 0.10176991 0.21533923 0.03539823 0.00147493 0.04424779 0.00442478 0.04719764 1.00000000 427 89 3
 0.40787293 -2.27415192 0.00050477 0.02777778 0.30401235 0.49537037 0.07561728 0.00617284 0.05401235 0.02932099 0.00308642 0.00617284 1.00000000 441 76 3
 0.28519865 0.81760998 0.00050488 0.01102941 0.07720588 0.08455882 0.05024510 0.15441176 0.00122549 0.50122549 0.00122549 0.12009804 1.00000000 567 52 2
 0.20938635 -2.24322441 0.00050498 0.03085554 0.10098177 0.27629734 0.17110799 0.08835905 0.00420757 0.19214586 0.01402525 0.12201964 1.00000000 444 30 1
 0.20938635 -2.24322441 0.00050498 0.03085554 0.10098177 0.27629734 0.17110799 0.08835905 0.00420757 0.19214586 0.01402525 0.12201964 1.00000000 444 31 2
 0.02888088 -1.63828725 0.00050509 0.04681404 0.08192458 0.19245774 0.07022107 0.02730819 0.00130039 0.47074122 0.00130039 0.10793238 1.00000000 499 5 1
 0.37035557 0.56402021 0.00050519 0.03932584 0.06601124 0.07162921 0.15730337 0.33286517 0.00140449 0.12640449 0.00140449 0.20365169 1.00000000 545 70 3
 0.01444044 -0.77684735 0.00050524 0.19790105 0.08845577 0.62668666 0.04197901 0.00299850 0.01649175 0.01799100 0.00299850 0.00449775 1.00000000 528 3 1
 0.49541343 1.02300340 0.00050546 0.00251256 0.31783920 0.00376884 0.07537688 0.09045226 0.00000000 0.02261307 0.00125628 0.48492462 1.00000000 584 90 3
 0.42037871 1.72127548 0.00050556 0.01939058 0.09141274 0.05817175 0.10387812 0.14681440 0.16204986 0.00831025 0.30886427 0.09972299 1.00000000 645 78 3
 0.18772570 1.28190272 0.00050581 0.05953992 0.10690122 0.06224628 0.13667118 0.10148850 0.08525034 0.07983762 0.31799729 0.04871448 1.00000000 608 27 1
 0.29241887 0.83212682 0.00050613 0.00108814 0.04026115 0.00544070 0.02720348 0.24918390 0.00000000 0.03264418 0.00000000 0.64417845 1.00000000 572 54 2
 0.22021668 0.72175404 0.00050629 0.03808181 0.18053597 0.06205924 0.12834979 0.17207334 0.00141044 0.14104372 0.00141044 0.27503526 1.00000000 557 34 2
 0.05776175 -0.89397869 0.00050664 0.19393939 0.34848485 0.06666667 0.34242424 0.01969697 0.00303030 0.01818182 0.00454545 0.00303030 1.00000000 521 9 1
 0.28158854 -2.32492262 0.00050670 0.02620087 0.17903930 0.32605531 0.12081514 0.10334789 0.03930131 0.16448326 0.01164483 0.03056769 1.00000000 437 51 2
 0.48916054 -1.93267296 0.00050677 0.01356852 0.16417910 0.18588874 0.09497965 0.19267300 0.00135685 0.16824966 0.00271370 0.17639077 1.00000000 473 89 3
 0.47665475 1.15772388 0.00050710 0.05283505 0.14175258 0.03221649 0.04123711 0.12371134 0.35180412 0.10695876 0.08247423 0.06572165 1.00000000 595 87 3
 0.48290764 1.08623121 0.00050728 0.00379267 0.04551201 0.00632111 0.36409608 0.47661188 0.00000000 0.04298357 0.00000000 0.05941846 1.00000000 589 88 3
 0.00722022 1.55093962 0.00050738 0.09461426 0.31149927 0.08151383 0.09461426 0.05676856 0.07860262 0.02037846 0.24163028 0.01892285 1.00000000 634 2 1
 0.24187734 0.58283343 0.00050754 0.03591160 0.10359116 0.07182320 0.10773481 0.30939227 0.00138122 0.11602210 0.00000000 0.25552486 1.00000000 546 40 2
 0.34534400 -1.25718087 0.00050785 0.09596662 0.13490960 0.18219750 0.13630042 0.01668985 0.00139082 0.42559110 0.00139082 0.00556328 1.00000000 512 66 3
 0.31407953 -1.97107238 0.00050825 0.01233046 0.08631319 0.02836005 0.10727497 0.27127004 0.00000000 0.20838471 0.00000000 0.28360049 1.00000000 465 60 2
 0.31407953 -1.97107238 0.00050826 0.01233046 0.08631319 0.02836005 0.10727497 0.27127004 0.00000000 0.20838471 0.00000000 0.28360049 1.00000000 465 61 3
 0.35784978 -1.96556188 0.00050849 0.01556420 0.08041505 0.09857328 0.15693904 0.18287938 0.00129702 0.24902724 0.00000000 0.21530480 1.00000000 471 68 3
 0.00000000 1.02300568 0.00050871 0.00251256 0.31783920 0.00376884 0.07537688 0.09045226 0.00000000 0.02261307 0.00125628 0.48492462 1.00000000 584 1 1
 0.30685931 -2.04118768 0.00050942 0.02305476 0.16570605 0.23919308 0.04322767 0.01440922 0.00288184 0.32997118 0.00000000 0.18155620 1.00000000 459 58 2
 0.44539029 1.20899816 0.00051027 0.06351351 0.09324324 0.05135135 0.09054054 0.06621622 0.28783784 0.04054054 0.27162162 0.03513514 1.00000000 609 82 3
 0.48916054 -2.14288022 0.00051042 0.02639752 0.23447205 0.45186335 0.21118012 0.00931677 0.01242236 0.04347826 0.00776398 0.00310559 1.00000000 452 89 3
 0.36410267 1.14390987 0.00051049 0.04960836 0.08877285 0.04046997 0.08746736 0.11357702 0.12140992 0.19451697 0.28590078 0.01958225 1.00000000 600 69 3
 0.21299646 -2.37607360 0.00051054 0.01376147 0.20948012 0.42048930 0.21865443 0.00458716 0.07798165 0.01070336 0.03975535 0.00458716 1.00000000 432 32 2
 0.34534400 -1.95938089 0.00051064 0.01017812 0.06743003 0.06743003 0.16284987 0.24173028 0.00127226 0.18447837 0.00127226 0.26208651 1.00000000 475 66 3
 0.42037871 -2.44831362 0.00051081 0.02435065 0.30844156 0.25974026 0.31655844 0.00974026 0.04545455 0.01298701 0.01785714 0.00324675 1.00000000 427 78 3
 0.18050548 -1.59295980 0.00051084 0.05287714 0.25505443 0.12752722 0.37947123 0.02177294 0.00311042 0.13841369 0.00311042 0.01866252 1.00000000 503 26 1
 0.28880876 0.83057019 0.00051093 0.00220264 0.04185022 0.00991189 0.03634361 0.25550661 0.00000000 0.04625551 0.00000000 0.60903084 1.00000000 572 53 2
 0.00000000 -2.31034826 0.00051106 0.00328407 0.02627258 0.02134647 0.87848933 0.04597701 0.00164204 0.00656814 0.00985222 0.00492611 1.00000000 438 1 1
 0.49541343 -2.31034826 0.00051107 0.00328407 0.02627258 0.02134647 0.87848933 0.04597701 0.00164204 0.00656814 0.00985222 0.00492611 1.00000000 438 90 3
 0.47665475 -1.30699185 0.00051125 0.17391304 0.10248447 0.55590062 0.10714286 0.01086957 0.00621118 0.02484472 0.01086957 0.00776398 1.00000000 513 87 3
 0.08664263 -2.21941297 0.00051138 0.02387268 0.06896552 0.21750663 0.09018568 0.15915119 0.00795756 0.25862069 0.00397878 0.16976127 1.00000000 446 13 1
 0.05054153 1.57621249 0.00051148 0.00394218 0.48883049 0.00525624 0.05650460 0.02496715 0.18002628 0.00262812 0.03810775 0.19842313 1.00000000 633 8 1
 0.21299646 1.15612957 0.00051153 0.02920561 0.07242991 0.02219626 0.03271028 0.19392523 0.02102804 0.38084112 0.01635514 0.22897196 1.00000000 600 32 2
 0.42663161 -1.00166808 0.00051159 0.15572519 0.47938931 0.06564885 0.22137405 0.01221374 0.00152672 0.05496183 0.00152672 0.00763359 1.00000000 518 79 3
 0.07942241 0.81878969 0.00051170 0.01218162 0.03875969 0.02436323 0.03875969 0.43743079 0.00000000 0.39977852 0.00000000 0.04761905 1.00000000 566 12 1
 0.24909756 -1.97710383 0.00051178 0.01150895 0.06905371 0.07416880 0.16751918 0.22762148 0.00127877 0.19948849 0.00000000 0.24808184 1.00000000 471 42 2
 0.05054153 -1.07279841 0.00051181 0.26747720 0.20972644 0.16109422 0.31155015 0.01671733 0.00455927 0.00759878 0.01367781 0.00911854 1.00000000 516 8 1
 0.05776175 -1.78169338 0.00051181 0.01305483 0.13315927 0.10966057 0.10574413 0.22584856 0.00130548 0.17362924 0.00130548 0.23629243 1.00000000 488 9 1
 0.00722022 1.73593093 0.00051184 0.06779661 0.12005650 0.13276836 0.03531073 0.01836158 0.49293785 0.00706215 0.11158192 0.01412429 1.00000000 654 2 1
 0.31046942 1.72651206 0.00051185 0.01975684 0.10030395 0.04711246 0.16261398 0.01367781 0.20516717 0.00607903 0.42857143 0.01671733 1.00000000 647 59 2
 0.23826723 -1.78971721 0.00051205 0.03674541 0.08005249 0.21128609 0.05118110 0.06824147 0.00262467 0.45144357 0.00000000 0.09711286 1.00000000 488 39 2
 0.47665475 -0.59079232 0.00051211 0.21005917 0.19526627 0.39644970 0.15236686 0.01627219 0.01035503 0.01035503 0.00591716 0.00295858 1.00000000 533 87 3
 0.28880876 1.52511645 0.00051224 0.04868421 0.15131579 0.06842105 0.07763158 0.11578947 0.05526316 0.07105263 0.11315789 0.29868421 1.00000000 634 53 2
 0.41412582 -2.20981179 0.00051235 0.02970297 0.43894389 0.13201320 0.22772277 0.04950495 0.00660066 0.08910891 0.00495050 0.02310231 1.00000000 446 77 3
 0.33909110 1.19708014 0.00051294 0.02836879 0.08747045 0.02836879 0.02364066 0.12411348 0.01536643 0.42198582 0.01773050 0.25413712 1.00000000 604 65 3
 0.48916054 -1.70775109 0.00051316 0.02052786 0.34604106 0.05718475 0.20527859 0.15542522 0.00146628 0.07917889 0.00146628 0.13196481 1.00000000 495 89 3
 0.02166066 -2.38263145 0.00051323 0.01329394 0.46971935 0.19054653 0.19350074 0.02215657 0.00590842 0.03840473 0.00295421 0.06351551 1.00000000 430 4 1
 0.15884482 1.04290203 0.00051337 0.01444043 0.07581227 0.02767750 0.11070999 0.34536703 0.00120337 0.28760529 0.00120337 0.13838748 1.00000000 586 23 1
 0.30685931 -1.56988280 0.00051365 0.01494396 0.07347447 0.03860523 0.13200498 0.34371108 0.00124533 0.09464508 0.00124533 0.30012453 1.00000000 507 58 2
 0.02166066 -1.89267427 0.00051373 0.02201258 0.14779874 0.49842767 0.16981132 0.03301887 0.01572327 0.06918239 0.00157233 0.04245283 1.00000000 481 4 1
 0.15162460 -1.90462267 0.00051373 0.01683938 0.15932642 0.08808290 0.08549223 0.23704663 0.00129534 0.19430052 0.00129534 0.21761658 1.00000000 477 22 1
 0.29241887 1.69416136 0.00051383 0.00815217 0.05706522 0.01902174 0.36684783 0.01766304 0.10597826 0.00271739 0.40081522 0.02038043 1.00000000 644 54 2
 0.27436833 -1.42462501 0.00051393 0.20222930 0.20222930 0.37738854 0.16401274 0.00955414 0.00955414 0.01273885 0.00955414 0.01114650 1.00000000 510 49 2
 0.24187734 -1.99266865 0.00051402 0.01948052 0.14155844 0.12337662 0.07532468 0.18961039 0.00129870 0.26753247 0.00129870 0.18051948 1.00000000 473 40 2
 0.00722022 0.75357723 0.00051432 0.03571429 0.06318681 0.07005495 0.18956044 0.29807692 0.00137363 0.27335165 0.00137363 0.06593407 1.00000000 555 2 1
 0.21660657 1.40285258 0.00051452 0.02171429 0.01942857 0.04457143 0.05828571 0.36000000 0.00571429 0.25600000 0.00457143 0.23085714 1.00000000 625 33 2
 0.37035557 1.61565188 0.00051471 0.02202073 0.19948187 0.05440415 0.07642487 0.14378238 0.26165803 0.03238342 0.05829016 0.14896373 1.00000000 635 70 3
 0.24909756 1.35200855 0.00051488 0.00257400 0.23809524 0.00257400 0.29729730 0.25353925 0.00128700 0.00900901 0.00128700 0.19562420 1.00000000 620 42 2
 0.29602898 -0.48564844 0.00051495 0.15499255 0.03278689 0.77943368 0.00447094 0.00000000 0.00894188 0.01639344 0.00149031 0.00149031 1.00000000 536 55 2
 0.24548745 1.66220889 0.00051499 0.02269289 0.17246596 0.03177005 0.11346445 0.00907716 0.41603631 0.00756430 0.22390318 0.00605144 1.00000000 637 41 2
 0.22382679 1.05643572 0.00051512 0.03324468 0.05585106 0.05319149 0.26462766 0.31914894 0.01462766 0.14228723 0.03324468 0.08377660 1.00000000 584 35 2
 0.07220219 1.79870723 0.00051531 0.04310345 0.31034483 0.03448276 0.22557471 0.01293103 0.21695402 0.01149425 0.13218391 0.01149425 1.00000000 647 11 1
 0.31046942 -0.50541574 0.00051534 0.15625000 0.02529762 0.78422619 0.00148810 0.00000000 0.01041667 0.01785714 0.00000000 0.00148810 1.00000000 538 59 2
 0.16606504 1.42099784 0.00051540 0.02927400 0.04215457 0.05737705 0.04683841 0.15222482 0.01288056 0.12880562 0.01990632 0.51053864 1.00000000 624 24 1
 0.48916054 -1.54568721 0.00051547 0.00865266 0.07416564 0.03337454 0.12731768 0.36217553 0.00000000 0.09023486 0.00000000 0.30531520 1.00000000 505 89 3
 0.02888088 0.72768596 0.00051561 0.02052452 0.06385405 0.03648803 0.03762828 0.14709236 0.00000000 0.62029647 0.00000000 0.07411631 1.00000000 552 5 1
 0.13718416 1.60668891 0.00051583 0.02826855 0.04004711 0.09776207 0.02709069 0.49234393 0.00706714 0.03886926 0.01177856 0.25795053 1.00000000 639 20 1
 0.28158854 -1.26576244 0.00051587 0.06621622 0.10810811 0.20135135 0.04459459 0.00540541 0.00000000 0.57162162 0.00000000 0.00270270 1.00000000 514 51 2
 0.29602898 1.73257709 0.00051596 0.04492754 0.09710145 0.08405797 0.08115942 0.00869565 0.17826087 0.00434783 0.49565217 0.00579710 1.00000000 650 55 2
 0.27075822 -2.22352353 0.00051617 0.01820546 0.05591678 0.10663199 0.16254876 0.13784135 0.00260078 0.26267880 0.00000000 0.25357607 1.00000000 444 48 2
 0.36410267 1.11069030 0.00051666 0.02576112 0.07845433 0.01756440 0.07494145 0.19672131 0.01053864 0.31967213 0.01405152 0.26346604 1.00000000 596 69 3
 0.42037871 -1.06006923 0.00051682 0.15114504 0.51297710 0.07786260 0.15419847 0.00763359 0.00152672 0.08091603 0.00152672 0.00916031 1.00000000 518 78 3
 0.21660657 -1.93970298 0.00051683 0.01340483 0.16353887 0.14343164 0.10053619 0.19436997 0.00134048 0.21849866 0.00134048 0.16219839 1.00000000 475 33 2
 0.27075822 -1.48184977 0.00051709 0.01581509 0.08272506 0.01703163 0.09124088 0.36496350 0.00000000 0.05352798 0.00121655 0.37469586 1.00000000 505 48 2
 0.02888088 1.28892033 0.00051711 0.03493976 0.04698795 0.03614458 0.06626506 0.18433735 0.03493976 0.40963855 0.12289157 0.06265060 1.00000000 612 5 1
 0.21660657 -0.94235011 0.00051713 0.15677321 0.42922374 0.05631659 0.29528158 0.01674277 0.00152207 0.03805175 0.00152207 0.00456621 1.00000000 519 33 2
 0.07942241 -2.17042146 0.00051755 0.01139241 0.11265823 0.07721519 0.10253165 0.22658228 0.00126582 0.24050633 0.00000000 0.22531646 1.00000000 455 12 1
 0.22382679 0.64773361 0.00051759 0.03770950 0.15642458 0.05865922 0.12150838 0.20251397 0.00139665 0.13547486 0.00000000 0.28491620 1.00000000 551 35 2
 0.01444044 -1.08503268 0.00051772 0.20775194 0.19689922 0.37054264 0.17984496 0.01240310 0.01085271 0.01240310 0.00775194 0.00310078 1.00000000 518 3 1
 0.25992789 0.67095553 0.00051777 0.02713704 0.08412483 0.10176391 0.06784261 0.33242877 0.00000000 0.15332429 0.00000000 0.23066486 1.00000000 551 45 2
 0.02166066 -2.00768001 0.00051794 0.02077562 0.15789474 0.18005540 0.11357341 0.16759003 0.00138504 0.22160665 0.00138504 0.13434903 1.00000000 465 4 1
 0.21299646 1.58515268 0.00051797 0.01589242 0.19804401 0.05990220 0.02811736 0.30195599 0.10880196 0.07334963 0.02322738 0.19070905 1.00000000 633 32 2
 0.25270767 1.76957051 0.00051810 0.08150470 0.27899687 0.07210031 0.31504702 0.03448276 0.11128527 0.02664577 0.06269592 0.01724138 1.00000000 645 43 2
 0.00000000 -1.68351734 0.00051833 0.15109034 0.14174455 0.35981308 0.20560748 0.04517134 0.00778816 0.03582555 0.01557632 0.04049844 1.00000000 498 1 1
 0.49541343 -1.68351734 0.00051833 0.15109034 0.14174455 0.35981308 0.20560748 0.04517134 0.00778816 0.03582555 0.01557632 0.04049844 1.00000000 498 90 3
 0.23104701 -0.72929269 0.00051834 0.21732523 0.44984802 0.06838906 0.21580547 0.01975684 0.00455927 0.01215805 0.00455927 0.00607903 1.00000000 527 37 2
 0.19494592 1.04115568 0.00051879 0.01747815 0.05992509 0.01373283 0.23595506 0.40574282 0.00249688 0.16978777 0.00124844 0.09488140 1.00000000 584 28 1
 0.33283821 -0.57770095 0.00051956 0.18222222 0.08888889 0.62666667 0.06074074 0.00592593 0.01333333 0.01629630 0.00148148 0.00296296 1.00000000 534 64 3
 0.21660657 0.70021885 0.00051988 0.03921569 0.18907563 0.05742297 0.10924370 0.15266106 0.00140056 0.14705882 0.00000000 0.30392157 1.00000000 556 33 2
 0.30685931 0.75684929 0.00051993 0.03611111 0.05972222 0.06527778 0.22916667 0.34583333 0.00138889 0.21111111 0.00138889 0.05277778 1.00000000 555 58 2
 0.02166066 -2.00587779 0.00052003 0.02083333 0.15138889 0.19027778 0.11527778 0.16666667 0.00138889 0.22500000 0.00138889 0.12777778 1.00000000 466 4 1
 0.02166066 1.39385997 0.00052035 0.07500000 0.10625000 0.05156250 0.37812500 0.10468750 0.09062500 0.03593750 0.02812500 0.13125000 1.00000000 622 4 1
 0.44539029 1.75226402 0.00052039 0.04637681 0.11594203 0.07826087 0.17246377 0.01449275 0.48115942 0.01304348 0.06666667 0.00869565 1.00000000 643 82 3
 0.29241887 1.88140689 0.00052054 0.06859756 0.20579268 0.08536585 0.29878049 0.05945122 0.19207317 0.01524390 0.03658537 0.03810976 1.00000000 662 54 2
 0.25270767 -1.48112395 0.00052071 0.04086845 0.04597701 0.17879949 0.04725415 0.02937420 0.00000000 0.62835249 0.00000000 0.02937420 1.00000000 507 43 2
 0.26353800 1.31562710 0.00052079 0.00516129 0.12903226 0.00516129 0.38322581 0.34064516 0.00645161 0.01677419 0.00387097 0.10967742 1.00000000 618 46 2
 0.26353800 -1.65037884 0.00052104 0.03051318 0.14701803 0.29958391 0.09847434 0.03467406 0.00416089 0.30790569 0.00138696 0.07489598 1.00000000 493 46 2
 0.05054153 0.77481688 0.00052122 0.00845411 0.14130435 0.02898551 0.01932367 0.09299517 0.00000000 0.06280193 0.00000000 0.64613527 1.00000000 560 8 1
 0.18050548 1.15204948 0.00052178 0.00768246 0.37259923 0.00640205 0.06786172 0.06145967 0.02944942 0.02304738 0.00640205 0.42381562 1.00000000 594 26 1
