# 0ALLORBITS=s
# 1ALLORBITS=py
# 2ALLORBITS=pz
# 3ALLORBITS=px
# 4ALLORBITS=dxy
# 5ALLORBITS=dyz
# 6ALLORBITS=dz2
# 7ALLORBITS=dxz
# 8ALLORBITS=x2-y2
# 9ALLORBITS=tot
    0.00000000   -2.19897722    1.00000000    0.00191571    0.00000000    0.99808429    0.00000000    0.00000000    0.00000000    0.00000000    0.00000000    0.00000000    1.00000000    10     1     1
    0.00000000   -1.94496279    1.00000000    0.00000000    0.28535980    0.00000000    0.09677419    0.00000000    0.46153846    0.00000000    0.15632754    0.00000000    1.00000000    11     1     1
    0.00000000   -1.94492417    1.00000000    0.00000000    0.09677419    0.00000000    0.28535980    0.00000000    0.15632754    0.00000000    0.46153846    0.00000000    1.00000000    12     1     1
    0.00000000   -0.43269856    1.00000000    0.02216066    0.00000000    0.19252078    0.00000000    0.00000000    0.00000000    0.78531856    0.00000000    0.00000000    1.00000000    13     1     1
    0.00000000    2.32375678    1.00000000    0.00000000    0.12813370    0.00000000    0.37743733    0.00000000    0.12534819    0.00000000    0.36908078    0.00000000    1.00000000    14     1     1
    0.00000000    2.32377643    1.00000000    0.00000000    0.37743733    0.00000000    0.12813370    0.00000000    0.36908078    0.00000000    0.12534819    0.00000000    1.00000000    15     1     1
    0.00722022   -2.26028520    1.00000000    0.00174825    0.06293706    0.75000000    0.02097902    0.00000000    0.12412587    0.00000000    0.04195804    0.00000000    1.00000000    10     2     1
    0.00722022   -1.95489099    1.00000000    0.00000000    0.09677419    0.00000000    0.28660050    0.00000000    0.15384615    0.00000000    0.46277916    0.00000000    1.00000000    11     2     1
    0.00722022   -1.89195535    1.00000000    0.00000000    0.25960265    0.12185430    0.08741722    0.00000000    0.39735099    0.00000000    0.13245033    0.00000000    1.00000000    12     2     1
    0.00722022   -0.43523593    1.00000000    0.02216066    0.00138504    0.19252078    0.00000000    0.00000000    0.00000000    0.78393352    0.00000000    0.00138504    1.00000000    13     2     1
    0.00722022    2.31390096    1.00000000    0.00139470    0.37377964    0.00000000    0.12412831    0.00000000    0.37238494    0.00000000    0.12691771    0.00000000    1.00000000    14     2     1
    0.00722022    2.33478796    1.00000000    0.00000000    0.12656467    0.00000000    0.37830320    0.00000000    0.12656467    0.00000000    0.36856745    0.00000000    1.00000000    15     2     1
    0.01444044   -2.38193266    1.00000000    0.00162075    0.10696921    0.56239870    0.03727715    0.00000000    0.22042139    0.00000000    0.07293355    0.00000000    1.00000000    10     3     1
    0.01444044   -1.98497562    1.00000000    0.00000000    0.09950249    0.00000000    0.28482587    0.00000000    0.15422886    0.00000000    0.46144279    0.00000000    1.00000000    11     3     1
    0.01444044   -1.79505526    1.00000000    0.00000000    0.23762376    0.24752475    0.08486563    0.00000000    0.32248939    0.00000000    0.10749646    0.00000000    1.00000000    12     3     1
